,ISBN:,Título:,Autor(es):,Ilustrador(es):,Tradutor(es),Editora:,Data de edição:,Palavras-chave:,Idade:,Nível de Leitura:,Tema:,Formato:,Língua:,Ano PNL
51,978-989-665-062-9,As Mais Belas Fábulas Africanas,.,n.a,Manuel E. Fernandes,Nuvem de Letras,2018,"fábulas, África,",9-11 anos;15-18 anos;12-14 anos;,Leitura mediana;,Cultura e Sociedade;Literatura;,Livro,Português,2020
52,978-989-8421-39-5,"O Convidador de Pirilampos, audiolivro do espectáculo",Ondjaki,António Jorge Gonçalves,,Boca,2019,"Afetos, medo, fantasia",9-11 anos;6-8 anos;,Leitura mediana;Leitura inicial;Pré-leitura;,Literatura;Poesia;Arte;,Áudiolivro,Português,2020
53,9789896689162,"Os Animais 
O Mundo Inteiro à Tua Espera","Martineau, S.",Barker; V.,Pronto a Editar Atelier,Lilliput,2020,Bioma; Savana; Migrações,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
54,9789722537513,O Intruso,"King, S.",(.),"Lourenço, A.;  Lourenço, M.J",Bertrand Editora,2019,"Crime, Criatura; Mal",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
55,9789896689308,Eva e os Animais,"Haig, M.",Gravett; E.,"Lopes, A.",Booksmile,2020,Selva; Monstro; Reptilário,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
56,9789725306376,O Grande Livro das Flores,"Zommer, Y.","Zommer, Y.","Alvarez, C.",Bizâncio,2020,Habitat; Pólen; Primavera,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
57,978-989-81-45-39-0,"Menino, Menina","Estrela, Joana","Estrela, Joana",-,Planeta Tangerina,2020,género; diversidade; aceitação,9-11 anos;6-8 anos;,Leitura inicial;Pré-leitura;,Literatura;,Livro-álbum,Português,2020
58,9789898892577,"As Fórmulas da Vida e da Morte 
Os princípios matemáticos que definem a nossa vida","Yates, K.","Anderson, A.","Remelhe, J.",Desassossego,2020,Matemática; Otimização; Quantidade,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Cultura e Sociedade;Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
59,9789727806799,"O Bom Senso do Cura J. Meslier, Seguido do Seu Testamento","Meslier, J.",n/t,"Loja, António",Âncora Editora,2019,"Ateísmo, Deus, Fé",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Ensaio;,Livro,Português,2020
60,9789896578909,O que faria eu se estivesse no meu lugar?,"Filipe, Celso",n/d,n/d,Editorial Planeta,2017,"António Lobo Antunes, Entrevista, Biografia",Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Biografia;,Livro,Português,2020
61,9789727806515,Raphael Baldaya- Fragmentos de uma personalidade pessoana,"Borges, Paulo; Souza, Cláudia; Ribeiro, Nuno",n/d,n/d,Âncora Editora,2018,"Fernando Pessoa, teosophia, teosofia, ocultismo, astrologia",Maiores de 18 anos;,Leitura fluente;,Literatura;Ensaio;Biografia;,Livro,Português,2020
62,9789727806850,Vergílio Ferreira Maria Lúcia dal Farra - Correspondência,"Ferreira, Vergílio; Farra, Maria Lúcia dal; Lima, João Tiago (org.); Esteves, Elsa Nunes (org.)",n/d,n/d,Âncora Editora,2019,"Vergílio Ferreira, correspondência, Maria Lúcia dal Farra",Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Biografia;,Livro,Português,2020
63,9789896658144,Todas as almas,"Marías, Javier",n/d,"Mochila, Miguel Filipa",Alfaguara,2019,"Oxford, universidade, adultério, romance",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
64,978-989-777-309-9,Trinkets,"Smith, Kirsten",------------------,"Santana, Ana",Planeta Manuscrito,2019,"Adolescência, amizade, identidade",15-18 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Literatura;,Livro,Português,2020
65,978-989-8145-30-7,A Época das Rosas,"Wary, Chloé","Wary, Chloé","Marques, Tiago",Planeta Tangerina,2020,"igualdade de género, adolescência, afetos",Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Banda Desenhada;,Livro,Português,2020
66,9789895437641,Diálogos com Ciência,"Piedade, A.","Pimentel, M.",n. a.,Trinta por uma linha,2019,Divulgação; Diálogo; Ciência,Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Cultura e Sociedade;Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
67,978-989-8145-97-0,Desvio,"Pessoa, Ana","Carvalho, Bernardo P.",-----------,Planeta Tangerina,2020,"Crise existencial, futuro, juventude",Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Literatura;Banda Desenhada;,Livro,Português,2020
68,9789896662363,"Vida Lixo Zero
Aprenda a viver de forma mais simples, sustentável e feliz","Milhazes, A.","R., B.",n. a.,Contraponto Editores,2020,Lixo; Sustentável; Desperdício,Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
69,9789722352918,A Enciclopédia dos Animais,"Bézuel, S","Foyard, F., Verhille, S., Millet, J., Combes, M., Siroy, A., Luthringer, M.","Romão, H.",Editorial Presença,2019,Enciclopédia; Sobrevivência; Camuflagem.,3-5 anos;6-8 anos;,Leitura inicial;Pré-leitura;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
70,9789898895677,"Um Mundo Cheio de Histórias de Animais
50 contos e fábulas","McAlliste, A.",Aitch,"Caetano, P.",Jacarandá,2019,Fábulas; Tesouro; Árvore,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Cultura e Sociedade;Vida Prática;,Livro,Português,2020
71,9789725306383,"Memórias da Pipa Mamute
História das Celebridades da Idade do Gelo","Benton, M.","Hodgson, R.","Lima, J.",Bizâncio,2020,Mamute; Memórias; Neandartais,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Ciência e Tecnologia;,Livro,Português,2020
72,978-989-54728-3-3,There was anole lady who swallowed a fly,-,"Adams, Pat",-,Child's Play,-,humor; nonsense; cómico,3-5 anos;6-8 anos;,Leitura inicial;Pré-leitura;,Literatura;Poesia;,Livro-álbum,Inglês,2020
73,978-989-54344-8-0,Tempo,"Letria, André","Letria, André",-,Pato Lógico,2020,tempo; história; passado,9-11 anos;6-8 anos;12-14 anos;,Leitura mediana;Leitura inicial;,Literatura;,Livro-álbum,Português,2020
74,978-989-54738-0-9,Dilema,"Letria, André","Letria, André",-,Pato Lógico,2020,Escolhas; Vida; Existência,9-11 anos;6-8 anos;12-14 anos;,Leitura mediana;Leitura inicial;,Literatura;,Livro-álbum,Português,2020
75,978-972-0-72879-1,Luísa - As histórias da minha vida,"Soares, L. D.","Vieira, A.",n/trd.,Porto Editora,2020,biografia; literatura infantil,9-11 anos;12-14 anos;,Leitura fluente;,Cultura e Sociedade;Literatura;Biografia;,Livro,Português,2020
76,9789896687779,A Cidade e as Serras,"Queirós, E.",n/ilust.,n/trd.,Fábula,2020,tecnologia; ecologia; qualidade de vida,Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
77,9789722728263,Amália Rodrigues - Um lugar misterioso,"Graça, S.","Monteiro, P.",n/trd.,Pato Lógico,2020,biografia; fado; cultura,9-11 anos;15-18 anos;12-14 anos;,Leitura fluente;,Biografia;,Livro,Português,2020
78,978-972-0-72759-6,Histórias do Arco da Velha,"Botto, A. (org.)","Vieira, N. A.",n/trd.,Porto Editora,2020,tradição popular;,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Literatura;,Livro,Português,2020
79,9789897024887,A Fábula de um Barril,"Swift, J.",n/ilust.,"Nogueira, M.",Guerra & Paz,2019,cultura; religião; sociedade,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Cultura e Sociedade;Ensaio;,Livro,Português,2020
80,9789896689339,A Alma Perdida,"Tokarczuk, O.","Concejo, J.","Swiatkiewicz, T. F.",Fábula,2020,Natureza; sociedade; identidade,Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
81,9789722727518,Tipos curiosos - Pequena história das letras,"Henriques, R.","Matoso, M.",n/trd.,Pato Lógico,2020,imprensa; escrita;,Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2020
82,9789895481125,"Cachalote, a Baleia com Cauda Plástica","Di Monti, L.","Gabriela, A.",n. a.,Betweien edições,2020,Plástico; Cachalote; Poluição,9-11 anos;6-8 anos;,Leitura mediana;Leitura inicial;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
83,9789898863645,A Saúde Mental dos Portugueses,"Almeida, J.",n. a.,n. a.,Fundação Francisco Manuel dos Santos,2018,Saúde; Mental; Epidemiologia,Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
84,9789899999688,Roubar ao Mar,"Ferreira, C.","Esgaio, A.",n. a.,Trinta por uma linha,2019,Mar; Lixo; Ecoponto,9-11 anos;6-8 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Vida Prática;,Livro,,2020
85,9789897840494,Consentimento,"Springora, V.",(.),"Ganho, T.",Alfaguara,2020,Amor; Abuso; Desilusão,Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Literatura;Biografia;,Livro,Português,2020
86,9789896715137,Discursos,"Twain, M.",(.),"Faria, P.",Tinta da China,2019,Mulheres; Moral; Cigarro,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2020
87,9789724423265,Gaia - Um Novo Olhar sobre a Vida na Terra,"Lovelock, J.",n. a.,"Segurado, M. e Araújo, J.",Edições 70,2020,Biosfera; Vida; Planetária,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Ciência e Tecnologia;,Livro,Português,2020
88,9789897840609,Mulheres,"Bukowski, C.",(.),"Gato, V.",Alfaguara,2020,Sexo; Bebida; Vida,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
89,978-989-777-215-3,"Riverdale, o dia anterior","Ostow, Micol",------------------------------,"Santana, Ana",Planeta Manuscrito,2019,"família, amizade, poder",Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Cultura e Sociedade;,Livro,Português,2020
90,9789896169961,Introdução ao Pensamento Matemático,"Devlin, K.",n. a.,"Oliveira, A.",Gradiva,2020,Matemática; Aritmética; Linguagem,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Ciência e Tecnologia;,Livro,Português,2020
91,9789722419628,"Defender o Futuro 
Manual para o cidadão consciente","Teixeira, L.",n. a.,n. a.,Livros Horizonte,2020,Natureza; Sustentável; Ecológico,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Cultura e Sociedade;Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
92,9789722365765,Wolf Hall,"Mantel, H.",(.),"Sequeira, B.",Editorial Presença,2020,Rei; Rainha; Jogo,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
93,9789722365741,O livro negro,"Mantel, H.",(.),"Costa, M. F.",Editorial Presença,2020,Rainha; Rei; Casamento,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
94,9789722365383,O espelho e a luz,"Mantel, H.",(.),"Sequeira, B.",Editorial Presença,2020,Rei; Poder; Passado,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
95,978-989-20-9943-9,"Poucas letras, tanto mar","Mésseder, João Pedro","Biscaia, Ana",-,Xerefé Editora,2019,Mar; animais; poesia,9-11 anos;6-8 anos;,Leitura mediana;Leitura inicial;,Poesia;,Livro,Português,2020
96,978-989-668-677-2,Luzes na floresta,"Litchfield, David","Litchfield, David","Gomes, Luísa Costa",Fábula,2020,Ambição; sonhos; família,6-8 anos;,Leitura inicial;,Literatura;,Livro-álbum,Português,2020
97,9789897840012,Os Meus Primeiros Heróis Ativistas,"Aye, N.","Aye, N.",n. d.,Nuvem de Letras,2020,Selvagem; Naturalista; Natureza,3-5 anos;0-2 anos;,Leitura inicial;Pré-leitura;,Cultura e Sociedade;Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
98,9789896659400,"Narval, o Unicórnio dos Mares","Clanton, Ben","Clanton, Ben","Lima, Jorge",Nuvem de Letras,2020,"Narval, mar, amizade",9-11 anos;6-8 anos;12-14 anos;,Leitura mediana;Leitura inicial;,Banda Desenhada;,Livro,Português,2020
99,9789897840081,Big Nate na Maior,"Peirce, Lincoln","Peirce, Lincoln","Lima, Jorge",Nuvem de Letras,2020,"Big Nate, escola, tiras humorísticas",9-11 anos;15-18 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Banda Desenhada;,Livro,Português,2020
100,9789892346984,Blake e Mortimer: O Último Faraó,"Van Dormael, Jaco e Gunzig, Thomas","Schuiten, François","Caetano, Paula",ASA,2020,"Blake e Mortimer, Schuiten, Bruxelas",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Banda Desenhada;,Livro,Português,2020
101,9789896607562,Os Cinco e a Ilha do Tesouro,"Blyton, e Nataél",Béja,"Lourenço, Ana",Oficina do Livro,2020,"Os Cinco, Enid Blyton, BD",Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Literatura;Banda Desenhada;,Livro,Português,2020
102,9789897840418,1984 A Novela gráfica,"Orwell, George e Nesti, Fido (adaptação)","Nesti, Fido","Dib, Safaa",Alfaguara,2020,"Distopia, George Orwell, Banda Desenhada",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;Ensaio;Banda Desenhada;,Livro,Português,2020
103,9789896606251,Cristiano Ronaldo Striker Force 7 Vol 1,"Hagan, Merrill","Kang, Jeevan J.","Santos, Luís",Oficina do Livro,2019,"Super-Heróis, Cristiano Ronaldo, BD",9-11 anos;15-18 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Banda Desenhada;,Livro,Português,2020
104,9789896169923,As Desventuras do rei Midas,"Bruneau, Clotilde","Garau, Stefano","Carmo, Maria de Fátima",Gradiva,2020,"Mitologia, Banda Desenhada, Rei Midas",Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Cultura e Sociedade;Banda Desenhada;,Livro,Português,2020
105,978-989-671-522-9,A Guerra Colonial Através da Correspondência de Quem a Viveu,"Pontes, Joana",na,na,Tinta da China,2019,guerra; memória; epistolografia,Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Cultura e Sociedade;Biografia;,Livro,Português,2020
106,978-989-671-536-6,História(s) do Presente. Os mundos que o passado nos deixou,"Jerónimo, Miguel Bandeira; e Monteiro, José Pedro",na,na,Tinta da China,2020,história; presente; política,Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;Ensaio;,Livro,Português,2020
107,9789896169657,Estaline,"Regnault, Christophe","Proietti, Fernando","Venturini, Elsa",Gradiva,2020,"História, Estaline, URSS",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Biografia;Banda Desenhada;,Livro,Português,2020
108,9789896169640,O Guardião 2: Fim de semana em Davos,"Sente, Yves","Boucq, François","Lima, Jorge",Gradiva,2020,"Vaticano, Guardião, François Boucq",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Banda Desenhada;,Livro,Português,2020
109,9789898775696,Assim Foi Auschwitz. Testemunhos. 1945-1986,"Levi, Primo; e Benedetti, Leonardo de",na,Carotti; Federico,Objectiva,2020 (republicação),guerra; holocausto; memória,Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Cultura e Sociedade;Biografia;,Livro,Português,2020
110,978-989-722-606-9,De Língua Afiada. Mulheres que fizeram da opinião uma arte.,"Dean, Michelle",na,"Pereira, Helder Moura",Quetzal Editores,2020,feminismo; mulheres; opinião,Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;Ensaio;Biografia;,Livro,Português,2020
111,9789895642175,Sapiens Vol 1,"Harari, Yuval Noah e Vandermeulen, David","Casaneve, Daniel","Jacinto, Joana",Elsinore,2020,"Homo Sapiens, Banda Desenhada, Yuval Noah Harari",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Ensaio;Banda Desenhada;,Livro,Português,2020
112,9789897840289,Vida de Adulta,"Fernandes, Raquel da Silva","Fernandes, Raquel da Silva",original em português,Suma de Letras,2020,"Tiras, Raquel sem Interesse, dia a dia",Maiores de 18 anos;,Leitura fluente;,Vida Prática;Banda Desenhada;,Livro,Português,2020
113,9789896608187,O Árabe do Futuro 4,"Sattouf, Riad","Sattouf, Riad","Guimarães, Helena",Teorema,2020,"Autobiografia, BD, Islão",Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;,Biografia;Banda Desenhada;,Livro,Português,2020
114,9789896828615,Batman Raça Suprema I,"Miller, Frank e Azzarello, Brian","Kubert, Andy","Faria, Filipe",Levoir,2020,"Batman, Frank Miller, Cavaleiro das Trevas",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Banda Desenhada;,Livro,Português,2020
115,9789896828622,Batman Raça Suprema II,"Miller, Frank e Azzarello, Brian","Kubert, Andy","Faria, Filipe",Levoir,2020,"Batman, Frank Miller, Cavaleiro das Trevas",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Banda Desenhada;,Livro,Português,2020
116,9789896828639,Expresso do Amanhã I: Os Sobreviventes,"Lob, Jacques","Rochette, Jean-Marc","Cleto, Pedro",Levoir,2020,"Distopia, Expresso do Amanhã, Snowpiercer",Maiores de 18 anos;,Leitura fluente;,Banda Desenhada;,Livro,Português,2020
117,9789896828554,As paredes têm Ouvidos,"Fratini, Giorgio","Fratini, Giorgio","Testolina, Selena",Levoir,2020,"Memória, Ditadura, Novela Gráfica",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Cultura e Sociedade;Banda Desenhada;,Livro,Português,2020
118,9789896828677,The New Deal,"Case, Jonathan","Case, Jonathan","Cleto, Pedro",Levoir,2020,"Grande depressão, policial, Banda Desenhada",Maiores de 18 anos;15-18 anos;,Leitura fluente;,Banda Desenhada;,Livro,Português,2020
119,9789898943705,A Europa não é um país estrangeiro,"Tavares, José",na,na,Fundação Francisco Manuel dos Santos,2019,Europa; política; filosofia,Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Cultura e Sociedade;Ensaio;,Livro,Português,2020
120,9789896659684,História Social Contemporânea. Portugal 1808-2000,"Pinto, António Costa; e Monteiro, Nuno Gonçalo",na,na,Objectiva,2020,sociedade; demografia; história,Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2020
121,978-972-44-2164-3,Europa Medieval,"Wickham, Chris",na,"Tody, Marian; Tody, Teresa",Edições 70,2019,"história, medievalidade; política",Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Cultura e Sociedade;Ensaio;,Livro,Português,2020
122,978-989-8973-07-8,História do Império Habsburgo,"Judson, Pieter M.",na,"Mata, Miguel",BookBuilders,2019,Habsburgos; história; Europa,Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2020
123,9789898892539,Meia-Noite em Chernobyl,Higginbotham,na,"Xavier, Patrícia",Desassossego,2020,na,Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2020
124,9789899004344,O mundo de amanhã. Geopolítica contemporânea,"Gaspar, Carlos",na,na,Fundação Francisco Manuel dos Santos,2020,política; geopolítica; história,Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Cultura e Sociedade;Ensaio;,Livro,Português,2020
125,9789898863836,Ditadura e Democracia. Legados da memória.,"Raimundo, Filipa",na,na,Fundação Francisco Manuel dos Santos,2018,memória; história; revolução,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2020
126,9789896659714,Sobre o autoritarismo brasileiro. Uma breve história de cinco séculos.,"Schwarcz, Lilia Moritz",na,na,Objectiva,2020,Brasil; história; autoritarismo,Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;Ensaio;,Livro,Português,2020
127,978-972-44-1734-9,Do Fascismo ao Populismo na História,"Finchelstein, Federico",na,"Araújo, Jaime",Edições 70,2019,fascismo; populismo; presente,Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;Ensaio;,Livro,Português,2020
128,978-972-44-2170-4,Uma História do Presente. O melhor e o pior dos mundos,"Burleigh, Michael",na,"Araújo, Jaime",Edições 70,2019,mundo; história; presente,Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2020
129,9789892349091,O Raio U,"Jacobs, Edgar P.","Jacobs, Edgar P.","Caetano, Paula",ASA,2020,"Edgar P. Jacobs, prequela, aventura",Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Banda Desenhada;,Livro,Português,2020
