,ISBN,Título,Autor,Ilustrador,Tradutor,Data de edição,Editora,Idade02,Idade02.1,Nível de leitura01,Nível de leitura02,Temas01,Temas02,Temas03,Formato01,Formato02,Línguas01,Línguas02
4846,978-989-6441-45-6,"Criação imperfeita : o cosmos, a vida e o código oculto da natureza","Gleiser, Marcelo",,,2011,Temas e Debates,12-14 anos,,Leitura fluente,,Ciências e Tecnologia,Cultura e Sociedade,,,,Português,
4847,978-989-6441-81-4,Um céu mais perfeito : como Copérnico revolucionou o cosmos,"Sobel, Dava",,"Cardoso, Artur Lopes",2012,Temas e Debates,12-14 anos,,Leitura fluente,,Ciências e Tecnologia,Biografia,,Literatura,,Português,
4848,978-989-647-057-9,Gato preto & passarinhos azuis,"Passos, Anabela","Castro, Rui",,2009,Areal,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
4849,978-989-647-233-7,Fernando Pessoa : o menino da sua mãe,"Pais, Amélia Pinto","Castro, Rui",,2011,Areal,12-14 anos,,Leitura fluente,,Poesia,,,,,Português,
4850,978-989-647-328-0,O caçador de palavras,"Letria, José Jorge","Chrsist, Bayard",,2011,Areal,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
4851,978-989-647-453-9,Irmão oceano,"Letria, José Jorge","Castro, Rui",,2013,Areal,3-5 anos,,Pré-leitura,Leitura inicial,Ciências e Tecnologia,Literatura,,Livro álbum,,Português,
4852,978-989-648-026-4,Picasso,"Santos, Margarida Fonseca ","Gargalo, Vasco",,2008,Zero a Oito,9-11 anos,,Leitura mediana,,Artes,Biografia,Literatura,,,Português,
4853,978-989-648-172-8,A hora do banho,"Dufresne, Didier","Modéré, Armelle",Zero a Oito,2010,Zero a Oito,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Ciências e Tecnologia,,,Livro álbum,,Português,
4854,978-989-648-173-5,Já me visto sozinha,"Dufresne, Didier","Moderé, Arnelle",Zero a Oito,2010,Zero a Oito,0-2 anos,,Pré-leitura,,Vida Prática,,,Livro álbum,,Português,
4855,978-989-648-174-2,Para a cama!,"Dufresne, Didier","Moderé, Arnelle",Zero a Oito,2010,Zero a Oito,0-2 anos,,Pré-leitura,,Vida Prática,,,Livro álbum,,Português,
4856,978-989-648-175-9,A visita do médico,"Dufresne, Didier","Moderé, Arnelle",Zero a Oito,2010,Zero a Oito,0-2 anos,,Pré-leitura,,Vida Prática,,,Livro álbum,,Português,
4857,978-989-648-176-6,No jardim,"Dufresne, Didier","Moderé, Arnelle",Zero a Oito,2010,Zero a Oito,0-2 anos,,Pré-leitura,,Vida Prática,,,Livro álbum,,Português,
4858,978-989-648-177-3,Toca a lavar os dentes!,"Dufresne, Didier","Modéré, Armelle",Zero a Oito,2010,Zero a Oito,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Ciências e Tecnologia,,,Livro álbum,,Português,
4859,978-989-648-388-3,A grande revelação,"Carvalho, Maria João Lopo de","Gabriel, Miguel",,2012,Zero a Oito,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
4860,978-989-648-733-1,Um longo caminho,"Park, Linda Sue",,"Serrão, Susana",2016,Zero a Oito,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4861,978-989-648-776-8,Uma terra prometida : contos sobre refugiados,"Afonso Cruz... [et al.] ; Fanha, José, org.",,,2016,Zero a Oito,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4862,978-989-65-3003-7,Histórias extraordinárias,"Pöe, Edgar Allan",,"Nogueira, João Couto",2015,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4863,978-989-65-3006-8,Aventuras de João Sem Medo : panfleto mágico em forma de romance,"Ferreira, José Gomes",,,2015,BIS,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4864,978-989-65-3008-2,A montanha da água lilás : fábula para todas as idades,"Pepetela, pseud.",,,2016,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4865,978-989-653-001-3,O vale da paixão : romance,"Jorge, Lídia",,,2013,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4866,978-989-653-006-8,Aventuras de João sem medo : planfleto mágico em forma de romance,"Ferreira, José Gomes",,,2015,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4867,978-989-653-007-5,Capitães da areia : romance,"Amado, Jorge",,,2015,BIS,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4868,978-989-653-007-5,Capitães da areia : romance,"Amado, Jorge",,,2015,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4869,978-989-653-013-6,Aldeia Nova,"Fonseca, Manuel da",,,2016,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4870,978-989-653-014-3,O testamento do Sr. Napumoceno da Silva Araújo,"Almeida, Germano",,,2009,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4871,978-989-653-016-7,As aventuras de Robinson Crusoé,"Defoe, Daniel",,"Henriques, M.",2014,BIS,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
4872,978-989-653-017-4,A morte do palhaço e o mistério da árvore,"Brandão, Raul",,,2009,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4873,978-989-653-018-1,Aventuras de Sherlock Holmes,"Doyle, Arthur Conan",,"Machado, Ana Sofia",2015,BIS,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4874,978-989-655-176-6,"Maria, a alegria na diferença","Coutinho, Teresa ","Pereira, Pedro Sousa",,2012,Prime Books,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Cultura e Sociedade,Literatura,,,,Português,
4875,978-989-657-009-5,A filosofia com humor : um percurso pela história do pensamento nos ditos dos grandes filósofos,"Calero, Pedro Gónzalez","Garner, Anthony","Vidal, Pedro",2009,Editorial Planeta,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
4876,978-989-657-045-3,"Drácula, o morto vivo","Stoker, Dacre ; Holt, Ian",,"Neto, Ana Catarina",2009,Editorial Planeta,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4877,978-989-657-133-7,No rasto de Marco Pólo,"Stilton, Tea, autor fictício","Facciotto, Giuseppe","Silva, Ana Maria Pinto",2010,Editorial Planeta,9-11 anos,,Leitura mediana,,Literatura,,,Banda Desenhada,,Português,
4878,978-989-657-135-1,História da filosofia sem medo nem pavor,"Savater, Fernando",,"Vidal, Pedro",2011,Editorial Planeta,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
4879,978-989-657-152-8,A fada Dorinda e a bruxa do mar,"Reis, Patrícia","Sotomaior, Gabriela",,2011,Editorial Planeta,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
4880,978-989-657-153-5,"Xavier, o livro esquecido e o dragão enfeitiçado","Reis, Patrícia","Sotomaior, Gabriela",,2011,Editorial Planeta,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
4881,978-989-657-169-6,A família que não cabia dentro de casa,"Honrado, Alexandre","Taveira, Rogério",,2011,Editorial Planeta,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
4882,978-989-657-251-8,Quando eu … for grande,"Almeida, Maria Inês de","Peixoto, Sebastião",,2011,Editorial Planeta,6-8 anos,,Leitura inicial,Leitura fluente,Literatura,,,Livro álbum,,Português,
4883,978-989-657-287-7,Tempo para falar,"Lewis, Helen ; Longley, Michael, pref. ; Johnston, Jennifer, pref.",,"Antunes, Victor",2013,Editorial Planeta,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4884,978-989-657-338-6,Corações de bolacha,"Parr, Maria","Peixoto, Sebastião","Álvares, Maria Benvinda",2012,Editorial Planeta,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
4885,978-989-657-432-1,A bibliotecária de Auschwitz,"Iturbe, Antonio G.",,"Correia, Mário Dias",2013,Editorial Planeta,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4886,978-989-657-461-1,Marina,"Zafón, Carlos Ruiz",,"Abreu, Maria do Carmo",2014,Editorial Planeta,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4887,978-989-657-474-1,Firmin : aventuras de um marginal na cidade : romance,"Savage, Sam","Krahn, Fernando","Gomes, Sofia",2009,Editorial Planeta,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4888,978-989-657-475-8,"O legado de Mandela : quinze lições de vida, amor e coragem","Stengel, Richard ; Mandela, Nelson, pref.",,"Antunes, Vítor",2014,Editorial Planeta,12-14 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
4889,978-989-657-477-2,O mundo,"Millás, Juan José",,"Diogo, Luísa ; Tavares, Carlos",2014,Editorial Planeta,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4890,978-989-657-477-2,O retrato de Dorian Gray,"Wilde, Oscar ; Barbudo, Maria Isabel, pref.",,"Ruivo, Maria de Lourdes",2014,Vega,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4891,978-989-657-514-4,Quatro cantos do mundo,"Carvalho, Cristina","San-Payo, Manuel",,2014,Editorial Planeta,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4892,978-989-657-522-9,Sete coisas que eu cá sei,"Vieira, Alberto Vergílio","Lopes, Maria João",,2014,Editorial Planeta,9-11 anos,,Leitura mediana,,Literatura,Cultura e Sociedade,,,,Português,
4893,978-989-657-527-4,"Mandela : meu prisioneiro, meu amigo : [dois homens que estavam destinados a ser inimigos figadais]","Brand, Christo ; Jones, Barbara, colab.",,"Antunes, Victor",2014,Editorial Planeta,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
4894,978-989-657-637-0,Intriga em Lisboa,"Stevenson, Sir Steve ; Pasqualotto, Mario","Turconi, Stefano","Mourão, Catarina",2015,Editorial Planeta,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
4895,978-989-657-641-7,A Senhora Clap e o mundo na palma das mãos,"Vaz, Marta Duque","Esgaio, Alexandre",,2015,Editorial Planeta,9-11 anos,,Leitura mediana,Leitura fluente,Literatura,,,,,Português,
4896,978-989-657-642-4,A admirável aventura de Malala : contada aos jovens,"Almeida, Maria Inês","Lavandeira, Sandra",,2015,Editorial Planeta,12-14 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
4897,978-989-657-658-5,O olhar e a alma : romance de Modigliani,"Carvalho, Cristina",,,2015,Editorial Planeta,maiores de 18 anos,,Leitura fluente,,Literatura,Cultura e Sociedade,,Artes,,Português,
4898,978-989-657-679-0,A ilha perdida,"Capitão Nemo, pseud.",,"João Quina Edições ; Pinhão, Maria da Graça",2015,Editorial Planeta,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
4899,978-989-657-691-2,A dupla terrível,"Barnett, Mac ; John, Jory ","Cornell , Kevin","Cardoso , Artur Lopes",2015,Editorial Planeta. Planeta Manuscrito,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
4900,978-989-657-744-5,A admirável aventura de Malala : contada aos jovens,"Almeida, Maria Inês","Lavandeira, Sandra",,2016,Editorial Planeta. Planeta Manuscrito,9-11 anos,,Leitura mediana,,Cultura e Sociedade,,,,,Português,
4901,978-989-660-000-6,Nas tuas mãos,"Pedrosa, Inês",,,2015,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4902,978-989-660-003-7,Contos populares portugueses,"Coelho, Adolfo",,,2404,BIS,maiores de 18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
4903,978-989-660-004-4,O último cais : romance,"Marques, Helena",,,2009,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4904,978-989-660-005-1,A cidade e as serras,"Queirós, Eça de",,,2015,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4905,978-989-660-006-8,O operário em construção e outros poemas,"Moraes, Vinicius de ; O'Neill, Alexandre, sel., pref.",,,2009,BIS,maiores de 18 anos,,Leitura fluente,,Poesia,,,,,Português,
4906,978-989-660-007-5,Travessia de Verão,"Capote, Truman",,"Cintra, Manuel ; Andrade, Maria João Freire",2009,BIS,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4907,978-989-660-009-9,O processo,"Kafka, Franz",,"Costa, João ; Brito, Delfim de",2015,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4908,978-989-660-012-9,A inaudita guerra da Avenida Gago Coutinho e outras histórias,"Carvalho, Mário de",,,200-?,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4909,978-989-660-013-6,Gaibéus,"Redol, Alves",,,2009,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4910,978-989-660-016-7,O cântico de Natal,"Dickens, Charles",,"Costa, João",2009,BIS,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4911,978-989-660-016-7,O cântico de Natal,"Dickens, Charles",,"Costa, João",2009,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4912,978-989-660-024-2,1808,"Gomes, Laurentino",,,2009,BIS LeYa,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4913,978-989-660-030-3,Contos da montanha,"Torga, Miguel, pseud.",,,2015,BIS,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4914,978-989-660-031-0,O Delfim,"Pires, José Cardoso ; Coelho, Eduardo Prado",,,2010,BIS LeYa,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4915,978-989-660-035-8,Lendas e narrativas - Vol.1 e 2,"Herculano, Alexandre",,,2015,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4916,978-989-660-037-2,As visitas do Dr. Valdez,"Coelho, João Paulo Borges",,,2010,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4917,978-989-660-038-9,O príncipe e o pobre,"Twain, Mark, pseud.",,"Nogueira, José Couto",2010,BIS,9-11 anos,12-14 anos,Leitura fluente,,Literatura,,,,,Português,
4918,978-989-660-040-2,Balada da praia dos cães,"Pires, José Cardoso",,,2010,BIS LeYa,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4919,978-989-660-041-9,Mau tempo no canal,"Nemésio, Vitorino",,,2014,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4920,978-989-660-042-6,A feira dos assombrados e outras estórias verdadeiras e inverosímeis,"Agualusa, José Eduardo",,,2010,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4921,978-989-660-043-3,O príncipe do mar : a vida do infante D. Henrique e o descobrimento do mundo,"Müller, Adolfo Simões","Fazenda, João",,2010,BIS,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4922,978-989-660-047-1,Café República : folhetim do mundo vivido em Vila Velha (1914-1945),"Guerra, Álvaro",,,2010,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4923,978-989-660-048-8,Contos,"Perrault, Charles",,"Pescada, António",2010,BIS,9-11 anos,,Leitura mediana,Leitura fluente,Literatura,,,,,Português,
4924,978-989-660-058-7,Histórias falsas : estórias,"Tavares, Gonçalo M.",,,2014,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4925,978-989-660-061-7,Gente feliz com lágrimas,"Melo, João de",,,2014,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4926,978-989-660-065-5,"Tanta gente, Mariana","Carvalho, Maria Judite de",,,2011,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4927,978-989-660-070-9,O deus das moscas,"Golding, William",,"Marques, Manuel",2014,BIS,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4928,978-989-660-074-7,O falador,"Llosa, Mario Vargas",,"Massano, António José",2014,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4929,978-989-660-075-4,O carteiro de Pablo Neruda : (ardente paciência),"Skármeta, Antonio",,"Barreiros, José Colaço",2014,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4930,978-989-660-076-1,A voz dos deuses,"Aguiar, João","Lopes, Vasco",,2014,BIS,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4931,978-989-660-076-1,A voz dos deuses,"Aguiar, João",,,2014,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4932,978-989-660-081-5,A sombra do vento : romance,"Zafón, Carlos Ruiz",,"Aguilar, J. Teixeira de",2014,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4933,978-989-660-083-9,O rapaz do pijama às riscas,"Boyne, John",,"Faria, Cecília ; Santos, Olívia",2015,Leya,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
4934,978-989-660-211-6,Afirma Pereira : um testemunho,"Tabucchi, Antonio",,"Lima, José",2014,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4935,978-989-660-212-3,Amor nos tempos de cólera,"García Márquez, Gabriel",,"Santiago, Margarida",2014,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4936,978-989-660-235-2,Dom Casmurro,"Assis, Machado de",,,2013,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4937,978-989-660-306-9,A metamorfose,"Kafka, Franz",,"Gasco, João Crisóstomo",2014,BIS,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4938,978-989-660-343-4,A insustentável leveza do ser,"Kundera, Milan",,"Varela, Joana",2014,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4939,978-989-660-348-9,Portugal,"Torga, Miguel, pseud.",,,2015,BIS,maiores de 18 anos,,Leitura fluente,,Literatura,Cultura e Sociedade,,,,Português,
4940,978-989-660-401-1,Ensaio sobre a cegueira,"Saramago, José ; Coelho, Zeferino",,,2016,Editorial Leya,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
4941,978-989-665-018-6,Uma noite caiu uma estrela,"Machado, David","Galindro, Paulo",,2015,Alfaguara,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
4942,978-989-665-019-3,Os enamoramentos,"Marías, Javier",,"Tamen, Pedro",2015,Alfaguara,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4943,978-989-665-021-6,O monstro das cores,"Llenas, Anna","Llenas, Anna",,2015,Nuvem de Letras,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
4944,978-989-665-051-3,A resistência,"Fuks, Julián",,,2016,Companhia das Letras,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4945,978-989-665-060-5,História verdadeira e triste de seis homens que procuravam a paz,"Mackee, David ","Mackee, David","Gomes, Euridice",2016,Nuvem de Letras,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Cultura e Sociedade,Literatura,,,,Português,
4946,978-989-665-065-0,Manual para mulheres de limpeza,"Berlin, Lucia ; Davis, Lydia, pref. ; Emerson, Stephen, sel., introd.",,"Mendes, Teresa Canas",2016,Alfaguara,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4947,978-989-665-100-8,Um copo de cólera,"Nassar, Raduan",,,2016,Companhia das Letras,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4948,978-989-665-120-6,A revolução smartfood : como ficar em forma e ser saudável com 30 alimentos que prolongam a vida,"Liotta, Eliana ; Pelicc, Pier Giuseppe ; Titta, Lucilia","Valenti, Angelo","Ludovico, Sara",2016,Arena,12-14 anos,,Leitura fluente,,Ciências e Tecnologia,,,,,Português,
4949,978-989-665-124-4,Lavoura arcaica,"Nassar, Raduan",,,2016,Companhia das Letras,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4950,978-989-665-148-0,A sul de nenhum norte,"Bukowski, Charles",,"Gato, Vasco",2016,Alfaguara,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
4951,978-989-667-169-3,A minha família é a melhor do mundo : e a tua?,"Miranda, Joana ; Neves, Sofia ","Romano, Luis",,2013,Isto é Editora,9-11 anos,,Leitura mediana,,Cultura e Sociedade,Literatura,,,,Português,
4952,978-989-668-001-5,O gato que amava a mancha laranja,"Mesquita, Elza da Conceiçao","Pereira, Ana... [et al.]",,2009,Vogais & Companhia,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
4953,978-989-668-002-2,História da baleia,"Sérgio, António, adapt.","Mesquita, Elza ; Pereira, Ana",,2009,Vogais & Companhia,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
4954,978-989-668-042-8,Um ajudante de muita ajuda : os casos do inspetor Zito e do seu ajudante Chin Me Do,"Iturbe, António G.","Omist, Alex","Martins, Maria Teresa",2009,Vogais & Companhia,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
4955,978-989-668-043-5,A múmia desaparecida : os casos do inspetor Zito e do seu ajudante Chin Me Do,"Iturbe, Antonio G.","Omist, Alex","Martins, Teresa",2009,Vogais & Companhia,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
4956,978-989-668-054-1,O visitante noturno : os casos do inspetor Zito e do seu ajudante Chin Me Do,"Iturbe, Antonio G.","Omist, Alex",,2013,Vogais & Companhia,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
